"","ad.vidid","ad_view"
"2243","VID_21762",73
"2244","VID_7152",41
"2245","VID_18531",61
"2246","VID_13933",21
"2247","VID_20645",29
"2248","VID_7912",77
"2249","VID_3764",25
"2250","VID_1419",28
"2251","VID_10266",38
"2252","VID_17267",74
"2253","VID_17708",44
"2254","VID_14260",59
"2255","VID_22827",28
"2256","VID_15849",4
"2257","VID_6295",58
"2258","VID_4035",13
"2259","VID_15408",60
"2260","VID_17222",63
"2261","VID_6272",68
"2262","VID_11058",13
"2263","VID_7933",17
"2264","VID_10786",25
"2265","VID_15374",69
"2266","VID_19008",70
"2267","VID_2844",37
"2268","VID_12873",71
"2269","VID_1355",66
"2270","VID_19948",18
"2271","VID_13963",75
"2272","VID_21011",66
"2273","VID_21482",48
"2274","VID_21047",38
"2275","VID_4720",37
"2276","VID_22653",13
"2277","VID_17703",17
"2278","VID_13037",-21
"2279","VID_18144",34
"2280","VID_23720",0
"2281","VID_15700",73
"2282","VID_2508",7
"2283","VID_22904",41
"2284","VID_17530",34
"2285","VID_18410",32
"2286","VID_1699",15
"2287","VID_13566",74
"2288","VID_8420",-81
"2289","VID_11889",30
"2290","VID_895",46
"2291","VID_3134",26
"2292","VID_10710",78
"2293","VID_4238",28
"2294","VID_11849",26
"2295","VID_2588",76
"2296","VID_6522",18
"2297","VID_12950",78
"2298","VID_11709",48
"2299","VID_16269",75
"2300","VID_364",73
"2301","VID_2644",33
"2302","VID_23659",80
"2303","VID_2730",35
"2304","VID_1454",33
"2305","VID_2825",80
"2306","VID_20225",53
"2307","VID_1489",44
"2308","VID_23715",27
"2309","VID_12821",38
"2310","VID_11847",39
"2311","VID_7640",78
"2312","VID_19332",76
"2313","VID_5762",44
"2314","VID_20998",46
"2315","VID_11454",53
"2316","VID_17762",59
"2317","VID_691",64
"2318","VID_21981",33
"2319","VID_14040",11
"2320","VID_5138",29
"2321","VID_2373",34
"2322","VID_6714",72
"2323","VID_19344",-184
"2324","VID_6267",16
"2325","VID_7897",54
"2326","VID_13511",44
"2327","VID_6917",62
"2328","VID_3310",55
"2329","VID_14906",55
"2330","VID_7881",67
"2331","VID_13142",29
"2332","VID_15795",69
"2333","VID_18665",65
"2334","VID_2431",11
"2335","VID_13625",82
"2336","VID_2025",71
"2337","VID_1001",31
"2338","VID_3076",46
"2339","VID_16999",45
"2340","VID_22546",64
"2341","VID_22344",37
"2342","VID_20339",48
"2343","VID_504",22
"2344","VID_17790",47
"2345","VID_3641",31
"2346","VID_18275",37
"2347","VID_14821",33
"2348","VID_1580",63
"2349","VID_9979",17
"2350","VID_21425",66
"2351","VID_6419",23
"2352","VID_6374",58
"2353","VID_23257",11
"2354","VID_6998",14
"2355","VID_8926",35
"2356","VID_4243",73
"2357","VID_14086",68
"2358","VID_22645",72
"2359","VID_21879",45
"2360","VID_9573",79
"2361","VID_1998",74
"2362","VID_14137",37
"2363","VID_7136",56
"2364","VID_9981",59
"2365","VID_11657",16
"2366","VID_7110",19
"2367","VID_21099",24
"2368","VID_1543",30
"2369","VID_5706",12
"2370","VID_23139",66
"2371","VID_5755",38
"2372","VID_13994",19
"2373","VID_11854",80
"2374","VID_18964",32
"2375","VID_14089",16
"2376","VID_1725",68
"2377","VID_14435",29
"2378","VID_13519",17
"2379","VID_6687",59
"2380","VID_992",65
"2381","VID_13255",6
"2382","VID_8720",75
"2383","VID_22967",68
"2384","VID_21862",13
"2385","VID_1011",66
"2386","VID_18429",16
"2387","VID_19556",27
"2388","VID_11414",74
"2389","VID_4631",76
"2390","VID_886",76
"2391","VID_18079",62
"2392","VID_16482",22
"2393","VID_23628",75
"2394","VID_2940",32
"2395","VID_22096",62
"2396","VID_18014",38
"2397","VID_8405",-1
"2398","VID_7807",14
"2399","VID_12928",63
"2400","VID_23436",21
"2401","VID_2351",7
"2402","VID_22593",78
"2403","VID_10735",77
"2404","VID_9377",73
"2405","VID_12438",33
"2406","VID_20892",-8
"2407","VID_1087",43
"2408","VID_5149",45
"2409","VID_1085",21
"2410","VID_16895",45
"2411","VID_10319",47
"2412","VID_4222",68
"2413","VID_13244",27
"2414","VID_14100",58
"2415","VID_4217",57
"2416","VID_10197",77
"2417","VID_3220",-1
"2418","VID_13107",59
"2419","VID_6301",12
"2420","VID_15202",32
"2421","VID_8263",58
"2422","VID_10766",70
"2423","VID_6885",65
"2424","VID_8141",56
"2425","VID_20428",45
"2426","VID_14824",-1
"2427","VID_7651",77
"2428","VID_10878",56
"2429","VID_4263",66
"2430","VID_9922",48
"2431","VID_6475",71
"2432","VID_15557",3
"2433","VID_17806",67
"2434","VID_17324",29
"2435","VID_19027",35
"2436","VID_21128",-270
"2437","VID_3196",56
"2438","VID_9196",21
"2439","VID_17497",7
"2440","VID_11413",41
"2441","VID_10917",28
"2442","VID_22606",17
"2443","VID_9824",45
"2444","VID_23286",67
"2445","VID_9752",81
"2446","VID_13761",79
"2447","VID_21939",73
"2448","VID_535",20
"2449","VID_23444",51
"2450","VID_1499",16
"2451","VID_5034",14
"2452","VID_9413",67
"2453","VID_6244",29
"2454","VID_23106",19
"2455","VID_19719",42
"2456","VID_4412",-31
"2457","VID_18926",57
"2458","VID_23637",48
"2459","VID_18666",31
"2460","VID_21005",48
"2461","VID_18951",30
"2462","VID_9165",54
"2463","VID_3715",16
"2464","VID_10362",20
"2465","VID_2231",53
"2466","VID_9123",59
"2467","VID_577",72
"2468","VID_11922",13
"2469","VID_11881",41
"2470","VID_21127",-189
"2471","VID_14805",17
"2472","VID_19323",22
"2473","VID_10125",39
"2474","VID_1717",24
"2475","VID_1819",49
"2476","VID_1609",30
"2477","VID_18343",69
"2478","VID_4800",-46
"2479","VID_4740",9
"2480","VID_6502",71
"2481","VID_9232",54
"2482","VID_13675",53
"2483","VID_2567",1
"2484","VID_3546",62
"2485","VID_23743",43
"2486","VID_23270",-5
"2487","VID_12998",73
"2488","VID_21509",53
"2489","VID_3602",59
"2490","VID_21989",24
"2491","VID_5159",31
"2492","VID_20289",32
"2493","VID_7900",33
"2494","VID_3558",50
"2495","VID_1764",56
"2496","VID_13204",22
"2497","VID_5433",30
"2498","VID_12037",48
"2499","VID_19320",33
"2500","VID_437",78
"2501","VID_17153",22
"2502","VID_2276",70
"2503","VID_8949",16
"2504","VID_16265",79
"2505","VID_4154",55
"2506","VID_10593",-38
"2507","VID_10169",75
"2508","VID_7906",20
"2509","VID_6160",19
"2510","VID_13735",41
"2511","VID_20644",35
"2512","VID_22389",68
"2513","VID_18986",37
"2514","VID_20038",48
"2515","VID_8929",56
"2516","VID_20100",26
"2517","VID_22080",32
"2518","VID_2332",17
"2519","VID_20975",21
"2520","VID_10824",79
"2521","VID_15323",61
"2522","VID_20227",37
"2523","VID_9309",64
"2524","VID_23675",74
"2525","VID_7155",32
"2526","VID_2486",54
"2527","VID_16861",55
"2528","VID_8262",52
"2529","VID_23488",54
"2530","VID_7263",61
"2531","VID_20886",27
"2532","VID_9753",79
"2533","VID_8774",14
"2534","VID_17309",44
"2535","VID_5337",56
"2536","VID_3417",45
"2537","VID_8173",-12
"2538","VID_22302",50
"2539","VID_19169",26
"2540","VID_1565",19
"2541","VID_6686",78
"2542","VID_15440",54
"2543","VID_1331",66
"2544","VID_19093",39
"2545","VID_10763",74
"2546","VID_9601",35
"2547","VID_15982",-19
"2548","VID_3000",29
"2549","VID_1963",23
"2550","VID_9075",55
"2551","VID_16285",56
"2552","VID_19832",72
"2553","VID_21280",36
"2554","VID_2264",80
"2555","VID_14929",64
"2556","VID_15811",13
"2557","VID_22700",23
"2558","VID_20594",33
"2559","VID_15193",75
"2560","VID_7700",67
"2561","VID_2820",71
"2562","VID_812",44
"2563","VID_11751",33
"2564","VID_22881",45
"2565","VID_958",39
"2566","VID_17729",25
"2567","VID_11596",79
"2568","VID_19325",0
"2569","VID_2190",29
"2570","VID_13073",31
"2571","VID_6840",50
"2572","VID_12225",17
"2573","VID_5837",28
"2574","VID_18859",81
"2575","VID_3769",54
"2576","VID_2115",74
"2577","VID_3746",56
"2578","VID_4813",20
"2579","VID_17143",33
"2580","VID_8066",21
"2581","VID_17772",35
"2582","VID_10821",60
"2583","VID_10238",75
"2584","VID_5016",60
"2585","VID_19825",71
"2586","VID_23632",76
"2587","VID_22367",57
"2588","VID_19159",48
"2589","VID_5258",31
"2590","VID_2447",71
"2591","VID_2285",79
"2592","VID_9562",59
"2593","VID_8430",25
"2594","VID_20007",68
"2595","VID_12308",68
"2596","VID_4198",-34
"2597","VID_17417",-46
"2598","VID_16302",77
"2599","VID_14813",78
"2600","VID_17865",40
"2601","VID_16200",-17
"2602","VID_2072",31
"2603","VID_9596",35
"2604","VID_6098",74
"2605","VID_17429",6
"2606","VID_21895",68
"2607","VID_9835",80
"2608","VID_10989",30
"2609","VID_2035",44
"2610","VID_12355",37
"2611","VID_12657",60
"2612","VID_19220",50
"2613","VID_19275",76
"2614","VID_19369",41
"2615","VID_18225",34
"2616","VID_9897",43
"2617","VID_10933",43
"2618","VID_12062",79
"2619","VID_3268",-5
"2620","VID_2127",29
"2621","VID_1366",11
"2622","VID_798",36
"2623","VID_11037",65
"2624","VID_8945",51
"2625","VID_17210",23
"2626","VID_6112",16
"2627","VID_22798",35
"2628","VID_19582",50
"2629","VID_1276",78
"2630","VID_19072",38
"2631","VID_4995",6
"2632","VID_14521",6
"2633","VID_6580",12
"2634","VID_7648",32
"2635","VID_13218",16
"2636","VID_12709",70
"2637","VID_4152",14
"2638","VID_5017",32
"2639","VID_12246",80
"2640","VID_3971",45
"2641","VID_388",18
"2642","VID_303",40
"2643","VID_18386",46
"2644","VID_8321",32
"2645","VID_761",35
"2646","VID_6250",24
"2647","VID_3051",42
"2648","VID_8930",47
"2649","VID_23327",15
"2650","VID_10395",9
"2651","VID_6038",9
"2652","VID_15890",70
"2653","VID_13023",15
"2654","VID_15120",28
"2655","VID_11617",35
"2656","VID_18165",15
"2657","VID_5280",53
"2658","VID_5648",34
"2659","VID_10782",74
"2660","VID_21087",8
"2661","VID_21352",35
"2662","VID_9585",36
"2663","VID_6821",19
"2664","VID_15087",34
"2665","VID_19654",70
"2666","VID_10413",16
"2667","VID_22027",61
"2668","VID_5081",75
"2669","VID_6452",-8
"2670","VID_16047",36
"2671","VID_14887",11
"2672","VID_12293",65
"2673","VID_10093",41
"2674","VID_12852",44
"2675","VID_2498",-10
"2676","VID_7027",12
"2677","VID_2493",12
"2678","VID_21706",75
"2679","VID_14603",65
"2680","VID_5878",16
"2681","VID_965",20
"2682","VID_9432",52
"2683","VID_9060",-3
"2684","VID_6273",30
"2685","VID_20500",70
"2686","VID_18347",73
"2687","VID_12503",56
"2688","VID_19854",74
"2689","VID_3007",16
"2690","VID_10533",59
"2691","VID_7212",45
"2692","VID_6928",45
"2693","VID_10737",75
"2694","VID_11747",72
"2695","VID_7988",41
"2696","VID_8302",15
"2697","VID_13951",20
"2698","VID_6027",46
"2699","VID_15919",65
"2700","VID_14027",39
"2701","VID_3261",2
"2702","VID_4875",16
"2703","VID_13573",23
"2704","VID_22534",52
"2705","VID_11699",57
"2706","VID_9756",77
"2707","VID_18923",62
"2708","VID_14146",79
"2709","VID_7005",-33
"2710","VID_17570",74
"2711","VID_10623",46
"2712","VID_20406",41
"2713","VID_9855",77
"2714","VID_4293",45
"2715","VID_16121",47
"2716","VID_6836",13
"2717","VID_21469",14
"2718","VID_4587",48
"2719","VID_15753",-6
"2720","VID_19328",-10
"2721","VID_6206",49
"2722","VID_14693",53
"2723","VID_2621",70
"2724","VID_6674",22
"2725","VID_6064",50
"2726","VID_1561",49
"2727","VID_20424",10
"2728","VID_1743",13
"2729","VID_634",36
"2730","VID_3729",6
"2731","VID_14834",58
"2732","VID_1112",55
"2733","VID_12556",-43
"2734","VID_17801",48
"2735","VID_15945",31
"2736","VID_22283",76
"2737","VID_20449",1
"2738","VID_19298",36
"2739","VID_13682",33
"2740","VID_22045",32
"2741","VID_22228",45
"2742","VID_10447",26
"2743","VID_10550",30
"2744","VID_16309",75
"2745","VID_14611",54
"2746","VID_10091",35
"2747","VID_4195",63
"2748","VID_21884",60
"2749","VID_2200",45
"2750","VID_14959",8
"2751","VID_22060",66
"2752","VID_3760",36
"2753","VID_5295",74
"2754","VID_15783",78
"2755","VID_17910",68
"2756","VID_17958",57
"2757","VID_18047",49
"2758","VID_20926",52
"2759","VID_3731",29
"2760","VID_994",34
"2761","VID_13333",35
"2762","VID_8368",17
"2763","VID_5073",16
"2764","VID_20503",72
"2765","VID_10522",35
"2766","VID_19652",36
"2767","VID_4881",73
"2768","VID_18340",28
"2769","VID_10149",32
"2770","VID_5158",66
"2771","VID_18273",28
"2772","VID_13454",41
"2773","VID_13681",57
"2774","VID_19689",77
"2775","VID_21289",24
"2776","VID_6464",13
"2777","VID_13637",82
"2778","VID_9351",79
"2779","VID_8366",-37
"2780","VID_23188",55
"2781","VID_12067",36
"2782","VID_8565",80
"2783","VID_20572",64
"2784","VID_22159",13
"2785","VID_19319",31
"2786","VID_12375",39
"2787","VID_17832",12
"2788","VID_7709",62
"2789","VID_7814",21
"2790","VID_14806",80
"2791","VID_19850",16
"2792","VID_243",59
"2793","VID_15442",8
"2794","VID_7036",-7
"2795","VID_380",51
"2796","VID_15738",20
"2797","VID_6106",70
"2798","VID_13875",49
"2799","VID_7114",73
"2800","VID_21784",28
"2801","VID_18238",60
"2802","VID_2632",29
"2803","VID_13335",36
"2804","VID_11278",18
"2805","VID_20865",55
"2806","VID_5590",21
"2807","VID_10834",15
"2808","VID_14776",37
"2809","VID_14535",61
"2810","VID_20753",17
"2811","VID_11716",60
"2812","VID_6442",21
"2813","VID_14855",10
"2814","VID_5618",57
"2815","VID_15705",5
"2816","VID_21268",61
"2817","VID_6719",19
"2818","VID_12439",45
"2819","VID_19495",17
"2820","VID_1413",15
"2821","VID_19700",21
"2822","VID_18724",70
"2823","VID_20607",72
"2824","VID_67",31
"2825","VID_17220",69
"2826","VID_5923",28
"2827","VID_15913",34
"2828","VID_16408",42
"2829","VID_16364",46
"2830","VID_16933",62
"2831","VID_15529",-39
"2832","VID_11148",33
"2833","VID_12324",38
"2834","VID_5617",11
"2835","VID_7904",51
"2836","VID_16263",49
"2837","VID_12364",15
"2838","VID_12538",14
"2839","VID_22150",-10
"2840","VID_3643",39
"2841","VID_1672",68
"2842","VID_12028",28
"2843","VID_9769",80
"2844","VID_5028",69
"2845","VID_15031",13
"2846","VID_4006",39
"2847","VID_13135",77
"2848","VID_17048",21
"2849","VID_13862",24
"2850","VID_22781",48
"2851","VID_4286",17
"2852","VID_15754",70
"2853","VID_6118",56
"2854","VID_12929",55
"2855","VID_20172",40
"2856","VID_12981",78
"2857","VID_19861",75
"2858","VID_23691",51
"2859","VID_6638",47
"2860","VID_8177",-33
"2861","VID_15137",12
"2862","VID_10369",59
"2863","VID_18888",25
"2864","VID_968",48
"2865","VID_15157",65
"2866","VID_23693",40
"2867","VID_14298",74
"2868","VID_20552",56
"2869","VID_9109",43
"2870","VID_3272",55
"2871","VID_19926",74
"2872","VID_5432",70
"2873","VID_19362",71
"2874","VID_2721",38
"2875","VID_11957",49
"2876","VID_8323",75
"2877","VID_645",42
"2878","VID_2783",56
"2879","VID_13684",56
"2880","VID_18745",69
"2881","VID_2193",60
"2882","VID_19488",75
"2883","VID_6168",75
"2884","VID_21456",34
"2885","VID_7573",39
"2886","VID_20065",59
"2887","VID_11804",-23
"2888","VID_15866",72
"2889","VID_13110",31
"2890","VID_7220",20
"2891","VID_16965",66
"2892","VID_20407",38
"2893","VID_19807",75
"2894","VID_22434",11
"2895","VID_11886",25
"2896","VID_19299",18
"2897","VID_2583",51
"2898","VID_4770",46
"2899","VID_3421",50
"2900","VID_18263",75
"2901","VID_22062",16
"2902","VID_21908",74
"2903","VID_8584",66
"2904","VID_3106",65
"2905","VID_7464",41
"2906","VID_684",44
"2907","VID_13709",61
"2908","VID_23655",73
"2909","VID_8589",58
"2910","VID_4824",57
"2911","VID_12596",44
"2912","VID_9452",58
"2913","VID_14432",75
"2914","VID_7849",25
"2915","VID_6822",42
"2916","VID_392",69
"2917","VID_12777",33
"2918","VID_13616",28
"2919","VID_15792",68
"2920","VID_11060",40
"2921","VID_18182",23
"2922","VID_12237",30
"2923","VID_15759",3
"2924","VID_15351",13
"2925","VID_16436",80
"2926","VID_16993",62
"2927","VID_15666",76
"2928","VID_20082",26
"2929","VID_23470",23
"2930","VID_15347",54
"2931","VID_23453",55
"2932","VID_10613",43
"2933","VID_20155",7
"2934","VID_7919",75
"2935","VID_289",5
"2936","VID_16248",37
"2937","VID_15023",68
"2938","VID_5776",9
"2939","VID_7234",69
"2940","VID_15841",-1
"2941","VID_23258",-5
"2942","VID_3322",-1
"2943","VID_3510",26
"2944","VID_4057",24
"2945","VID_8683",6
"2946","VID_12924",74
"2947","VID_19014",16
"2948","VID_4319",74
"2949","VID_9574",77
"2950","VID_4942",44
"2951","VID_12485",59
"2952","VID_18915",55
"2953","VID_23465",14
"2954","VID_5395",69
"2955","VID_4252",20
"2956","VID_18134",33
"2957","VID_4898",73
"2958","VID_21615",75
"2959","VID_9433",37
"2960","VID_2216",78
"2961","VID_17785",39
"2962","VID_17327",38
"2963","VID_20818",54
"2964","VID_7475",-1
"2965","VID_20723",59
"2966","VID_22157",-16
"2967","VID_7481",67
"2968","VID_7159",29
"2969","VID_16515",77
"2970","VID_274",38
"2971","VID_14701",79
"2972","VID_20123",38
"2973","VID_4368",63
"2974","VID_4574",70
"2975","VID_1576",41
"2976","VID_11992",17
"2977","VID_19868",74
"2978","VID_8342",70
"2979","VID_22655",45
"2980","VID_20712",62
"2981","VID_9138",21
"2982","VID_7699",53
"2983","VID_8951",61
"2984","VID_1392",12
"2985","VID_14808",27
"2986","VID_8128",26
"2987","VID_18170",72
"2988","VID_8311",51
"2989","VID_14550",33
"2990","VID_4758",7
"2991","VID_6557",60
"2992","VID_9116",16
"2993","VID_14788",63
"2994","VID_10195",75
"2995","VID_23618",21
"2996","VID_5136",26
"2997","VID_12134",32
"2998","VID_17456",78
"2999","VID_9063",46
"3000","VID_16340",81
"3001","VID_17438",30
"3002","VID_1902",68
"3003","VID_14458",75
"3004","VID_17375",15
"3005","VID_10451",25
"3006","VID_7080",4
"3007","VID_3016",73
"3008","VID_6470",52
"3009","VID_14853",62
"3010","VID_11188",28
"3011","VID_22628",56
"3012","VID_5270",74
"3013","VID_21273",19
"3014","VID_19242",55
"3015","VID_9996",61
"3016","VID_17881",77
"3017","VID_13545",14
"3018","VID_11130",37
"3019","VID_23259",9
"3020","VID_2417",67
"3021","VID_3411",70
"3022","VID_3485",47
"3023","VID_5738",57
"3024","VID_3521",32
"3025","VID_21357",20
"3026","VID_6801",13
"3027","VID_10981",34
"3028","VID_19985",38
"3029","VID_22074",63
"3030","VID_6537",37
"3031","VID_16778",66
"3032","VID_18279",44
"3033","VID_19019",73
"3034","VID_11725",10
"3035","VID_21493",43
"3036","VID_3640",22
"3037","VID_18272",74
"3038","VID_8331",15
"3039","VID_16857",23
"3040","VID_9041",60
"3041","VID_12401",40
"3042","VID_18782",33
"3043","VID_10823",29
"3044","VID_14699",28
"3045","VID_20306",68
"3046","VID_5710",37
"3047","VID_8172",0
"3048","VID_15062",74
"3049","VID_9296",21
"3050","VID_7831",77
"3051","VID_4970",19
"3052","VID_9255",32
"3053","VID_23467",31
"3054","VID_16581",41
"3055","VID_12488",37
"3056","VID_4011",30
"3057","VID_3927",57
"3058","VID_5578",21
"3059","VID_23153",60
"3060","VID_12895",63
"3061","VID_13203",27
"3062","VID_5749",23
"3063","VID_200",60
"3064","VID_4163",63
"3065","VID_17426",19
"3066","VID_16544",-44
"3067","VID_2305",49
"3068","VID_553",46
"3069","VID_9506",75
"3070","VID_6496",71
"3071","VID_5699",52
"3072","VID_16734",23
"3073","VID_14600",57
"3074","VID_15112",56
"3075","VID_16954",-31
"3076","VID_18478",32
"3077","VID_19389",27
"3078","VID_1348",67
"3079","VID_1000",62
"3080","VID_16959",76
"3081","VID_23681",38
"3082","VID_14417",-5
"3083","VID_10784",77
"3084","VID_8487",72
"3085","VID_17040",33
"3086","VID_16396",72
"3087","VID_15957",14
"3088","VID_22207",36
"3089","VID_17528",32
"3090","VID_15385",14
"3091","VID_16682",59
"3092","VID_661",56
"3093","VID_13687",61
"3094","VID_1438",32
"3095","VID_13332",49
"3096","VID_14000",55
"3097","VID_7402",9
"3098","VID_21416",18
"3099","VID_1396",26
"3100","VID_2133",48
"3101","VID_3603",52
"3102","VID_10454",74
"3103","VID_491",44
"3104","VID_4490",64
"3105","VID_15588",45
"3106","VID_13366",30
"3107","VID_8288",56
"3108","VID_21621",20
"3109","VID_19232",78
"3110","VID_20718",11
"3111","VID_5949",14
"3112","VID_16403",21
"3113","VID_7954",68
"3114","VID_441",46
"3115","VID_12114",31
"3116","VID_8224",64
"3117","VID_2998",22
"3118","VID_2676",25
"3119","VID_678",18
"3120","VID_16659",32
"3121","VID_1294",23
"3122","VID_7624",47
"3123","VID_1277",41
"3124","VID_9726",78
"3125","VID_13732",81
"3126","VID_983",64
"3127","VID_18556",36
"3128","VID_6037",47
"3129","VID_19550",21
"3130","VID_7145",42
"3131","VID_8906",22
"3132","VID_16583",79
"3133","VID_5260",63
"3134","VID_15014",74
"3135","VID_14318",13
"3136","VID_12522",52
"3137","VID_5197",21
"3138","VID_22396",65
"3139","VID_3252",10
"3140","VID_23438",49
"3141","VID_16127",76
"3142","VID_13860",49
"3143","VID_13887",74
"3144","VID_4865",39
"3145","VID_15670",-24
"3146","VID_7894",44
"3147","VID_18048",60
"3148","VID_4307",75
"3149","VID_9349",56
"3150","VID_16991",63
"3151","VID_17464",54
"3152","VID_9923",60
"3153","VID_11287",74
"3154","VID_18502",49
"3155","VID_23104",41
"3156","VID_13868",27
"3157","VID_14374",76
"3158","VID_5205",34
"3159","VID_18728",75
"3160","VID_23329",51
"3161","VID_16284",78
"3162","VID_14059",59
"3163","VID_17475",78
"3164","VID_389",24
"3165","VID_15706",-34
"3166","VID_11844",50
"3167","VID_15446",-11
"3168","VID_6039",35
"3169","VID_6987",7
"3170","VID_3855",54
"3171","VID_18012",48
"3172","VID_21988",53
"3173","VID_19605",53
"3174","VID_18707",80
"3175","VID_21831",19
"3176","VID_19381",-95
"3177","VID_272",57
"3178","VID_1906",12
"3179","VID_7930",56
"3180","VID_2631",66
"3181","VID_14335",42
"3182","VID_19046",47
"3183","VID_9053",44
"3184","VID_15414",42
"3185","VID_10692",45
"3186","VID_2308",32
"3187","VID_11872",46
"3188","VID_13889",19
"3189","VID_23727",30
"3190","VID_1251",32
"3191","VID_6245",61
"3192","VID_20914",61
"3193","VID_6957",50
"3194","VID_7865",76
"3195","VID_13304",27
"3196","VID_11512",30
"3197","VID_12553",77
"3198","VID_10134",-21
"3199","VID_1632",26
"3200","VID_22907",15
"3201","VID_10816",31
"3202","VID_6698",79
"3203","VID_19970",60
"3204","VID_8792",39
"3205","VID_2040",61
"3206","VID_20399",53
"3207","VID_13412",66
"3208","VID_7928",75
"3209","VID_16061",31
"3210","VID_13418",36
"3211","VID_19961",48
"3212","VID_11194",31
"3213","VID_4489",79
"3214","VID_3876",54
"3215","VID_12616",24
"3216","VID_11483",26
"3217","VID_9194",-19
"3218","VID_7765",60
"3219","VID_18780",42
"3220","VID_1267",72
"3221","VID_13432",20
"3222","VID_13302",76
"3223","VID_19884",75
"3224","VID_1695",44
"3225","VID_7157",18
"3226","VID_20876",17
"3227","VID_9035",17
"3228","VID_4313",74
"3229","VID_12180",8
"3230","VID_1759",47
"3231","VID_21186",28
"3232","VID_4989",35
"3233","VID_17199",49
"3234","VID_6433",29
"3235","VID_8740",35
"3236","VID_1647",54
"3237","VID_16427",45
"3238","VID_5806",38
"3239","VID_12554",56
"3240","VID_15576",48
"3241","VID_20879",51
"3242","VID_20580",65
"3243","VID_8624",75
"3244","VID_15575",66
"3245","VID_18564",25
"3246","VID_13483",58
"3247","VID_1657",28
"3248","VID_1356",10
"3249","VID_12108",33
"3250","VID_6649",72
"3251","VID_18405",56
"3252","VID_12738",33
"3253","VID_13092",17
"3254","VID_14201",2
"3255","VID_13706",6
"3256","VID_213",21
"3257","VID_7224",34
"3258","VID_6884",18
"3259","VID_9722",80
"3260","VID_13780",27
"3261","VID_13828",18
"3262","VID_2817",47
"3263","VID_11366",11
"3264","VID_4897",75
"3265","VID_3523",41
"3266","VID_19135",40
"3267","VID_14543",70
"3268","VID_2061",43
"3269","VID_754",61
"3270","VID_23602",25
"3271","VID_11632",78
"3272","VID_14440",78
"3273","VID_22932",3
"3274","VID_7555",42
"3275","VID_11213",20
"3276","VID_2675",54
"3277","VID_8293",28
"3278","VID_18726",79
"3279","VID_17484",49
"3280","VID_18733",75
"3281","VID_1059",55
"3282","VID_9143",40
"3283","VID_14665",42
"3284","VID_4036",38
"3285","VID_3285",47
"3286","VID_18901",10
"3287","VID_20737",22
"3288","VID_944",41
"3289","VID_20956",46
"3290","VID_11068",42
"3291","VID_8123",43
"3292","VID_8607",80
"3293","VID_11993",59
"3294","VID_11216",42
"3295","VID_21786",16
"3296","VID_12321",54
"3297","VID_9374",72
"3298","VID_1873",40
"3299","VID_15341",69
"3300","VID_1094",52
"3301","VID_19489",56
"3302","VID_13966",73
"3303","VID_16782",36
"3304","VID_11460",15
"3305","VID_2282",20
"3306","VID_18812",57
"3307","VID_5238",62
"3308","VID_12704",77
"3309","VID_20650",70
"3310","VID_16174",-7
"3311","VID_14138",74
"3312","VID_12719",65
"3313","VID_10122",39
"3314","VID_14697",24
"3315","VID_9677",81
"3316","VID_22686",46
"3317","VID_227",40
"3318","VID_20507",35
"3319","VID_21682",32
"3320","VID_18441",32
"3321","VID_997",61
"3322","VID_12706",48
"3323","VID_6173",71
"3324","VID_21501",2
"3325","VID_2809",65
"3326","VID_569",27
"3327","VID_3634",50
"3328","VID_3499",41
"3329","VID_6096",45
"3330","VID_14238",69
"3331","VID_19675",74
"3332","VID_9330",79
"3333","VID_22198",37
"3334","VID_12804",76
"3335","VID_16080",-8
"3336","VID_7748",19
"3337","VID_19263",31
"3338","VID_10277",75
"3339","VID_20198",14
"3340","VID_3822",23
"3341","VID_8761",45
"3342","VID_6759",68
"3343","VID_3481",71
"3344","VID_3094",79
"3345","VID_16566",75
"3346","VID_4441",37
"3347","VID_3951",66
"3348","VID_21843",48
"3349","VID_23364",55
"3350","VID_5251",59
"3351","VID_1948",14
"3352","VID_3991",23
"3353","VID_7826",77
"3354","VID_13676",53
"3355","VID_18637",66
"3356","VID_21061",61
"3357","VID_6547",36
"3358","VID_16425",51
"3359","VID_17266",8
"3360","VID_19690",61
"3361","VID_14158",22
"3362","VID_602",9
"3363","VID_13360",-31
"3364","VID_17387",34
"3365","VID_4906",59
"3366","VID_22885",51
"3367","VID_23683",46
"3368","VID_19725",68
"3369","VID_22041",53
"3370","VID_5019",25
"3371","VID_1377",9
"3372","VID_1679",64
"3373","VID_9286",-23
"3374","VID_19304",46
"3375","VID_666",50
"3376","VID_10349",11
"3377","VID_1774",65
"3378","VID_12371",57
"3379","VID_4103",13
"3380","VID_6527",58
"3381","VID_11443",55
"3382","VID_15490",33
"3383","VID_18734",34
"3384","VID_4333",75
"3385","VID_22923",30
"3386","VID_15571",73
"3387","VID_7233",16
"3388","VID_9733",74
"3389","VID_4723",15
"3390","VID_14095",26
"3391","VID_10131",63
"3392","VID_4768",58
"3393","VID_7168",25
"3394","VID_18644",39
"3395","VID_17176",23
"3396","VID_16331",74
"3397","VID_9298",32
"3398","VID_13873",78
"3399","VID_13295",44
"3400","VID_11572",76
"3401","VID_10995",49
"3402","VID_20031",48
"3403","VID_14996",34
"3404","VID_22893",37
"3405","VID_21296",33
"3406","VID_20277",11
